file,percent,header_end,enc_len,plain_decode_ok,enc_decode_ok
Adam_Scott\Adam_Scott_0002.png,40,147,7756,0,0
Adam_Scott\Adam_Scott_0002.png,60,147,11634,0,0
Adam_Scott\Adam_Scott_0002.png,80,147,15512,0,0
Adam_Scott\Adam_Scott_0002.png,100,147,19391,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0001.png,20,147,4008,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0001.png,30,147,6012,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0001.png,40,147,8017,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0001.png,60,147,12025,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0001.png,80,147,16034,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0001.png,100,147,20043,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0002.png,20,147,4063,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0002.png,30,147,6094,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0002.png,40,147,8126,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0002.png,60,147,12189,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0002.png,80,147,16252,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0002.png,100,147,20316,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0003.png,20,147,4375,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0003.png,30,147,6562,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0003.png,40,147,8750,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0003.png,60,147,13125,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0003.png,80,147,17500,0,0
Adel_Al-Jubeir\Adel_Al-Jubeir_0003.png,100,147,21875,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0001.png,20,147,4476,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0001.png,30,147,6714,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0001.png,40,147,8952,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0001.png,60,147,13428,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0001.png,80,147,17904,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0001.png,100,147,22380,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0002.png,20,147,4157,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0002.png,30,147,6236,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0002.png,40,147,8315,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0002.png,60,147,12472,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0002.png,80,147,16630,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0002.png,100,147,20788,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0003.png,20,147,4367,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0003.png,30,147,6551,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0003.png,40,147,8735,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0003.png,60,147,13102,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0003.png,80,147,17470,0,0
Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0003.png,100,147,21838,0,0
Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0001.png,20,147,4556,0,0
Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0001.png,30,147,6834,0,0
Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0001.png,40,147,9112,0,0
